Index,Inclination Angle (deg),Right Ascension of Ascending Node (deg),Eccentricity,Argument of Perigee (deg),Mean Anomaly (deg),Mean Motion (revs/day),Orbit Type
7899,45.0109,165.6329,0.000183,324.2361,35.8352,14.287869,S45
7910,45.0093,169.0287,0.000211,334.8456,25.2269,14.287893,S45
7911,56.9868,140.6172,0.0021,141.9108,218.3423,15.155432,S45
7925,45.0107,165.0234,0.000161,297.7857,62.2831,14.287862,S45
7936,45.01,164.2794,9.4e-05,36.3136,323.7768,14.287914,S45
7947,45.0089,156.3415,0.000387,114.2078,245.918,14.291317,S45
7958,45.0086,163.9751,0.000297,313.5903,46.4718,14.28787,S45
7969,45.0105,138.5421,0.000231,84.7835,275.3277,14.299577,S45
7991,0.0516,351.7368,0.000433,106.85,134.634,1.002731,S4G
8003,0.0473,153.8432,0.000281,322.1299,156.619,1.002733,S4G
8014,0.0663,0.1604,0.000425,91.059,112.2358,1.002742,S4G
8025,2.6584,30.4995,0.001214,264.0953,95.6427,0.981783,S4I
8026,11.228,43.25,0.002862,209.5668,150.2891,0.989072,S4I
8032,0.0148,313.0403,7.1e-05,289.8654,9.0286,1.002731,S4G
8041,24.9956,83.0081,0.001765,133.7761,226.4036,14.431038,S45
8056,98.0803,194.6175,0.001643,43.8211,316.4294,14.628406,S42
8058,55.4872,51.782,0.006888,290.199,69.1167,2.005533,S4A
8063,0.0121,338.1423,0.0003,105.3336,210.5834,1.002712,S4G
8066,97.6896,198.7705,0.00042,120.8334,239.3303,14.905979,S42
8070,97.6903,198.1789,0.000218,149.6921,210.4413,14.899083,S42
8075,31.4318,207.657,0.035492,195.3499,163.6117,14.282199,S45
8087,0.016,68.2781,0.000258,27.1687,222.4678,1.002714,S4G
8099,0.0345,4.113,0.000226,94.0769,149.2265,1.002722,S4G
8114,85.5643,117.1256,0.001062,358.4892,1.6303,14.977857,S43
8125,86.3946,275.1867,0.0002,98.9666,261.167,14.342187,S43
8136,86.3939,275.7113,0.000255,87.396,272.7459,14.342168,S43
8143,0.0027,312.5662,4e-06,339.2183,38.0507,1.002715,S4G
8145,55.2458,112.145,0.003586,303.9296,55.7397,2.005738,S4A
8152,86.3953,275.7585,0.000245,87.6761,272.4686,14.342214,S43
8153,0.0121,0.2077,0.000193,68.4122,310.4605,1.002713,S4G
8163,51.6409,274.7598,0.0009,343.0054,2.828,15.749475,S45
8165,10.9733,30.8551,0.002876,130.2371,230.004,0.98547,S4I
8170,98.0387,252.445,0.009339,271.1148,87.9335,14.534324,S42
8174,89.9114,15.0024,0.000625,135.6621,224.5028,13.980593,S43
8177,63.225,98.6202,0.711889,294.1982,21.9167,2.006177,S4M
8178,98.1142,252.696,0.002351,21.1088,321.764,15.264474,S42
8182,0.0812,88.9396,0.000241,344.5903,160.8427,1.002686,S4G
8185,65.1634,54.696,0.002496,354.7339,39.2241,2.131035,S4A
8187,65.1801,54.712,0.001829,166.2778,225.1469,2.131039,S4A
8189,65.1645,54.7013,0.001585,164.8307,221.8813,2.131039,S4A
8197,0.0361,84.5437,0.000169,356.3109,274.4049,1.002714,S4G
8202,12.1812,127.3279,0.904268,189.1252,353.9625,0.255631,S4V
8204,1.3684,279.1389,0.864635,42.3214,352.1668,0.50617,S4V
8206,4.9684,284.1996,0.754721,51.0369,340.2469,1.00274,S4D
8208,5.4973,283.2335,0.754875,52.0799,345.9286,1.002741,S4D
8212,69.9009,145.3403,0.000757,20.7246,339.422,14.86771,S45
8219,46.0296,37.5722,0.001097,130.5383,229.6419,15.235217,S45
8234,82.9471,233.045,0.002343,293.7761,66.0935,13.719512,S45
8255,97.9318,249.4293,0.000252,73.7329,286.4155,14.786331,S42
8267,86.5158,181.223,0.000264,81.923,278.2226,14.549386,S43
8278,0.3639,83.2513,0.001905,2.3475,274.6,0.991527,S4H
8295,82.932,9.4023,0.003083,323.3143,36.5909,13.726891,S45
8296,9.4751,57.9773,0.000741,256.5645,103.2853,0.997597,S4I
8308,64.1801,292.7162,0.001615,53.6809,306.5011,2.131026,S4A
8311,98.0373,251.5772,0.010136,273.8339,85.1269,14.519741,S42
8312,98.0404,251.5353,0.010108,273.9733,84.9904,14.520489,S42
8320,64.1736,292.6979,0.001168,46.4504,313.6797,2.131032,S4A
8328,98.0381,251.4453,0.010142,274.1098,84.8513,14.519577,S42
8333,64.1873,292.7281,0.000261,159.5847,200.4591,2.13103,S4A
8348,51.9945,351.7607,0.000231,85.2935,274.8192,12.622604,S45
8350,51.998,308.0037,0.00014,137.9272,222.1733,12.622613,S45
8352,52.0103,37.8704,0.000152,77.2526,282.8583,12.622541,S45
8354,52.0093,308.2374,9.4e-05,170.581,189.5099,12.622612,S45
8362,34.9647,116.9156,0.004808,341.4229,18.4709,15.00178,S45
8366,97.9915,248.7702,0.001699,73.9656,286.3427,14.814225,S42
8378,0.0485,210.167,0.000248,223.0522,185.8953,1.002745,S4G
8379,0.0432,45.8338,0.00033,40.5547,235.9513,1.007432,S4H
8381,141.7457,193.065,0.007462,310.2728,112.6821,15.186605,S46
8382,67.1366,306.8174,0.011276,99.8271,11.4945,16.092719,S45
8385,52.0087,175.2709,0.000938,130.6076,229.5607,12.62203,S45
8390,97.8819,302.4181,0.001994,83.3001,277.0468,14.756825,S42
8392,64.5115,49.7316,0.004297,312.5949,47.1544,15.028819,S45
8393,71.0244,52.6152,0.001103,188.9836,171.1094,14.125038,S45
8394,98.1966,318.7398,0.001502,329.8082,183.513,15.264444,S42
8397,51.9893,170.4318,0.000161,238.7853,121.2857,12.6226,S45
8408,51.9983,169.1028,8e-05,248.4128,111.6654,12.62259,S45
8415,0.0385,164.3615,1.5e-05,181.4923,356.3978,1.002715,S4G
8418,0.0441,105.5748,0.000201,336.3426,258.6409,1.002673,S4G
8419,0.037,201.5666,0.000593,293.5944,156.5089,1.002682,S4G
8421,52.0008,128.3634,0.000109,281.3746,78.6997,12.622607,S45
8432,0.0357,68.6999,0.000324,44.4353,183.6142,1.00271,S4G
8448,0.0453,152.3166,8.6e-05,305.1845,221.2963,1.002707,S4G
8459,99.0492,213.2675,0.000959,208.4582,151.6078,14.188929,S42
8468,0.0131,123.5828,1.9e-05,63.0065,97.0881,1.002712,S4G
8471,96.48,95.6408,0.014249,206.9799,152.3933,14.457636,S42
8474,98.0916,82.5241,0.001565,350.9233,9.1685,14.600324,S42
8484,96.4834,89.6318,0.014667,235.441,123.2883,14.43437,S42
8494,2.5055,229.1041,0.001312,182.0075,177.9959,15.090656,S44
8495,0.007,244.3246,0.000302,217.4402,235.4312,1.002714,S4G
8497,0.04,173.5619,0.000656,326.9642,178.9873,1.002746,S4G
8509,4.6556,53.2614,0.00021,49.4333,249.1158,1.002748,S4J
8521,97.3071,80.904,0.000717,336.0226,24.0695,15.538999,S42
8529,97.4659,262.5273,9.3e-05,56.9497,51.6786,15.242332,S42
8530,97.9921,248.0416,0.001624,74.9865,285.3144,14.813729,S42
8534,52.0116,331.8171,0.00013,148.2418,211.8513,12.386202,S45
8545,52.0104,305.6379,0.000237,134.0093,226.0967,12.622662,S45
8546,98.4347,199.0012,0.001462,337.8505,22.2035,14.152936,S42
8559,52.0068,307.372,0.000174,119.8629,240.2404,12.622596,S45
8570,52.0064,305.1631,0.000146,93.3239,266.7794,12.622665,S45
8575,6.0075,329.2747,0.000394,126.4064,174.9827,1.002699,S4J
8576,0.025,122.3717,0.00011,352.9313,120.4688,1.002694,S4G
8577,1.1574,275.3961,0.715536,125.0493,325.3196,2.232461,S4K
8578,0.0425,77.3941,0.000304,174.3093,59.4005,1.002711,S4G
8583,0.0672,339.367,0.000341,123.576,228.6521,1.002724,S4G
8585,51.9981,306.5822,0.000172,117.4189,242.6847,12.622596,S45
8586,51.9968,351.3563,0.000217,104.8345,255.2754,12.622692,S45
8587,52.0043,308.2174,0.000207,125.9,234.2056,12.622659,S45
8588,52.0045,37.5709,0.000139,43.2051,316.8923,12.622595,S45
8589,98.1923,255.6022,0.000136,110.6751,249.4583,14.57124,S42
8590,64.5585,93.3157,0.004039,233.9873,125.7516,14.787183,S45
8591,98.7219,164.0726,0.002213,110.5182,249.8365,14.077125,S42
8595,98.6905,166.1642,0.001722,157.956,202.2355,14.118788,S42
8599,97.2728,67.5977,0.000661,185.2273,174.8896,15.23706,S42
8601,97.729,144.4005,0.000678,47.8665,312.3101,14.444494,S42
8602,0.0286,95.7058,0.000225,36.1937,139.7347,1.00271,S4G
8604,98.6608,4.2345,0.001487,141.8689,218.36,14.525051,S42
8606,98.6638,355.6565,0.001496,163.8217,196.3458,14.508244,S42
8608,51.9984,349.2957,0.000185,82.8186,277.2893,12.622597,S45
8609,51.9973,351.3953,0.000136,86.0707,274.0307,12.622586,S45
8610,51.9983,351.4187,0.0002,83.2099,276.8987,12.622611,S45
8611,51.9935,351.1632,0.000187,74.2381,285.8691,12.622644,S45
8612,86.5171,149.6685,0.000336,70.4491,289.7081,14.549369,S43
8614,86.3988,149.5598,0.00029,29.8749,330.2594,14.342179,S43
8615,0.0761,152.2748,0.000366,147.4718,324.4292,1.002767,S4G
8616,98.6356,16.5718,7.5e-05,111.5113,248.6149,14.267736,S42
8617,64.0002,314.78,0.715142,268.3128,16.4269,2.006474,S4K
8618,51.9974,220.5708,0.00015,214.3233,145.7509,11.929546,S4A
8619,16.5908,13.8725,0.007578,126.866,233.8538,0.969628,S4I
8624,52.0029,34.0155,8.4e-05,56.72,303.3746,12.62259,S45
8625,52.0014,37.0312,0.000141,119.7086,240.3916,12.622666,S45
8626,52.0025,37.0046,0.000174,74.3965,285.709,12.622643,S45
8627,97.7502,178.2934,8.2e-05,103.9981,256.1315,14.735276,S42
8630,52.0058,80.3277,0.000109,359.9245,0.1621,12.622602,S45
8631,52.0061,83.3866,9.8e-05,42.4853,317.594,12.622672,S45
8632,52.0058,83.1793,0.000102,70.0352,290.0613,12.622594,S45
8633,52.0045,82.7137,6.5e-05,46.4917,313.5946,12.622666,S45
8634,0.0099,63.9031,0.000157,71.226,217.7199,1.002678,S4G
8636,52.0057,125.7824,6.6e-05,290.161,69.918,12.622599,S45
8637,9.9137,54.6729,0.000573,255.1446,104.7878,1.002724,S4J
8642,52.0064,125.736,5.9e-05,58.9767,301.1154,12.622602,S45
8643,52.0127,279.4191,0.000292,176.8052,183.2818,12.382656,S45
8644,52.0074,129.4757,7.9e-05,41.3422,318.7498,12.622547,S45
8645,82.9293,304.141,0.003008,259.744,100.0327,13.7427,S45
8646,0.0104,303.577,0.000141,235.5751,84.3834,1.002684,S4G
8648,7.8463,65.1402,0.00888,235.1442,123.961,0.998577,S4I
8649,4.5637,74.5791,0.000252,17.3212,216.7182,1.002694,S4J
8650,51.996,126.5917,5.8e-05,327.0365,33.0465,12.622597,S45
8651,51.9993,189.4334,0.000289,211.7182,148.35,12.399605,S45
8652,51.9972,126.9106,7.5e-05,305.1543,54.925,12.622575,S45
8653,11.0353,46.9356,0.000283,281.0165,78.9641,0.994678,S4I
8863,51.9979,169.0826,6.3e-05,252.414,107.6657,12.622655,S45
8864,0.0111,271.2049,0.000261,178.8621,223.7896,1.002735,S4G
8865,98.1083,263.2953,0.000185,93.0764,267.0636,14.644456,S42
8869,0.014,40.4957,0.00017,58.0438,163.2129,1.002721,S4G
8875,51.0503,220.9161,0.007988,33.0528,327.5005,2.005672,S4A
8883,0.0312,66.4835,0.000196,28.2667,143.2257,1.002692,S4G
8884,98.6431,336.2052,0.000933,80.9947,279.2239,14.499419,S42
8886,52.0043,263.0499,5.4e-05,112.1413,247.9476,12.622633,S45
8887,52.0058,259.7677,0.000185,142.4125,217.6864,12.622586,S45
8888,51.9968,216.9045,0.000105,332.224,27.8574,12.622619,S45
8889,11.728,37.2057,0.001323,214.7962,145.1372,1.004309,S4I
8891,51.9952,217.5148,0.000355,188.887,171.1935,12.622669,S45
8892,0.0607,53.3681,0.00039,147.1067,149.3557,1.002718,S4G
8893,0.0266,22.6651,0.00014,78.4975,219.9472,1.002714,S4G
8896,51.9955,35.918,9.7e-05,70.8085,289.2872,12.622637,S45
8897,51.9915,167.6655,0.000118,228.8179,131.2583,12.62259,S45
8898,51.9816,358.5169,0.000572,200.0491,160.011,11.766775,S4A
8899,1.777,25.1975,0.000199,66.7934,190.7071,1.002685,S4G
8902,98.3154,172.048,0.00015,24.9345,335.1965,14.776004,S42
8903,98.1867,248.1297,0.001087,164.8041,195.3491,14.853667,S42
8904,45.0365,328.8393,0.000393,236.0171,124.0273,14.286721,S45
8906,45.0281,326.7993,0.000313,242.5268,117.5212,14.286696,S45
8908,45.0286,326.2189,0.000307,246.552,113.5003,14.286666,S45
8910,45.0342,323.412,0.000329,230.8357,129.2211,14.286039,S45
8912,45.0425,324.8502,0.000672,165.7785,194.325,14.286715,S45
8914,45.0456,330.2162,0.000255,203.58,156.4927,14.2868,S45
8916,45.0445,331.1176,0.000506,205.282,154.7765,14.286736,S45
8918,57.2339,104.6286,0.581543,118.2027,355.582,0.501288,S4V
8919,98.4826,208.5686,0.00103,17.0152,343.1332,14.161308,S42
8920,98.2105,262.726,0.000153,74.4196,285.716,14.571144,S42
8924,98.0203,77.3065,0.002828,198.8592,161.1571,14.605043,S42
8925,11.3461,42.5513,0.001131,277.4893,82.3993,1.001023,S4I
8926,66.8325,13.8463,0.610925,301.4342,12.8092,2.004908,S4K
8930,0.1895,86.5543,0.000223,353.2594,280.1923,0.996455,S4H
8932,100.1879,280.5221,0.00352,119.2904,241.1809,14.388084,S42
8933,100.1916,268.0166,0.003716,151.2395,209.0846,14.358394,S42
8934,100.1922,264.9917,0.003832,160.4195,199.8464,14.353957,S42
8935,100.193,267.623,0.003725,155.051,205.2483,14.358977,S42
8936,0.0456,297.5437,0.000243,171.904,180.9802,1.002705,S4G
8937,100.1883,286.9544,0.003297,110.5043,249.9707,14.402394,S42
8938,51.9965,217.3819,0.000141,202.2249,157.8555,12.622652,S45
8940,52.009,353.3301,0.000274,105.2575,254.8593,12.622537,S45
8941,52.0062,260.8663,0.000172,172.6787,187.4104,12.622668,S45
8942,52.004,218.7691,0.000135,196.069,164.0135,12.622581,S45
8943,100.1777,281.7284,0.003612,106.9594,253.5555,14.40193,S42
8944,100.1857,302.1097,0.003326,64.7027,295.7616,14.447347,S42
8946,100.1826,280.3137,0.00359,116.2887,244.2001,14.395112,S42
8948,2.3705,79.8035,0.000222,78.3162,107.9641,1.0027,S4J
8951,97.1944,6.6668,0.001864,226.4516,258.4363,15.115235,S42
8952,0.037,249.801,0.000673,194.5025,225.7127,1.002702,S4G
8953,91.8328,209.0077,0.762326,325.0961,3.3814,1.686325,S4K
8954,90.036,21.177,0.017116,38.9534,322.3796,13.35239,S43
8957,1.815,81.1309,0.000276,20.0611,261.3685,1.002698,S4G
8959,0.4321,263.8179,0.00044,295.9275,97.5069,1.002712,S4G
8961,54.2459,290.9977,0.003404,76.7809,283.6339,2.005788,S4A
8966,0.0694,355.6242,0.000324,104.9142,181.6195,1.002735,S4G
8968,5.8364,69.7011,0.000228,319.6275,326.6688,1.002186,S4I
8969,68.9478,256.6677,0.078642,283.2183,68.2407,13.732743,S45
8972,0.1393,77.4169,0.000225,33.0606,133.9798,1.0027,S4G
8974,3.4701,76.8276,0.000397,188.6959,171.0493,1.001023,S4I
8976,10.7313,48.3469,0.000418,239.4494,120.5011,1.003025,S4J
9020,98.4217,207.0262,0.001535,208.1487,151.8888,14.640598,S42
9021,98.4467,204.0598,0.001519,233.9978,125.9815,14.626609,S42
9026,98.4125,207.2678,0.001168,188.3152,171.7879,14.650675,S42
9027,0.7555,148.6318,0.00039,312.4889,233.3726,1.002698,S4G
9030,63.0622,268.9307,0.268174,269.4703,60.1289,1.002743,S4E
9033,0.0486,272.3581,0.000244,196.5258,220.1133,1.00272,S4H
9035,87.2281,93.4827,0.000329,80.3936,279.7711,15.812542,S43
9037,55.2382,113.5654,0.014042,240.789,117.7966,2.005587,S4A
9042,103.6913,183.2835,0.793377,34.5254,0.8744,0.420661,S4V
9044,103.6778,183.2005,0.793161,34.6102,357.4908,0.420301,S4V
9046,0.0205,47.2184,0.000172,64.8412,134.9085,1.002688,S4G
9050,106.4098,186.3293,0.782913,31.6903,350.4994,0.421195,S4V
9052,99.8817,178.2884,0.783303,30.1203,355.1007,0.421211,S4V
9054,0.0565,171.0205,0.000899,251.2386,1.6905,1.00139,S4H
9056,0.0365,261.5579,0.000216,218.0936,124.1423,1.002723,S4G
9060,5.6514,71.4511,0.000556,354.7453,159.7686,1.002659,S4J
9063,97.0615,218.6732,0.000222,290.3626,69.7375,15.289901,S42
9067,63.6705,137.8761,0.270552,268.9753,60.2501,1.002838,S4E
9068,0.0745,1.4721,0.000555,94.7079,155.0785,1.002733,S4G
9073,0.0354,262.2602,0.00018,142.7656,222.824,1.002739,S4G
9074,99.1554,178.435,0.001068,164.8855,195.2626,14.12487,S42
9076,64.5583,101.7981,0.003141,333.931,26.021,14.805168,S45
9077,64.5597,60.6832,0.003206,315.0667,44.7938,14.84115,S45
9078,64.557,90.0232,0.003249,345.7,14.3167,14.822531,S45
9079,64.5573,66.9137,0.00319,321.4072,38.4757,14.832757,S45
9081,64.5583,117.0509,0.003257,342.4918,17.5077,14.793743,S45
9082,0.0147,298.236,0.00014,198.8053,193.312,1.002705,S4G
9083,8.5757,62.1986,0.000421,317.3329,42.5971,0.995595,S4I
9089,1.9504,257.6248,0.002388,283.9355,75.825,14.959182,S44
9090,64.5454,175.5843,0.000479,357.8407,157.6602,2.131027,S4A
9092,64.549,175.5792,0.00024,331.4546,28.5212,2.131029,S4A
9094,64.5292,175.486,0.005151,216.7102,230.0182,2.131004,S4A
9096,3.0896,6.6605,0.000445,237.7353,40.6365,0.989887,S4I
9097,0.0156,224.1454,0.000115,252.3915,189.4919,1.002695,S4G
9099,0.0044,359.6573,0.000192,106.2647,98.007,1.002716,S4G
9104,0.386,85.7515,0.00042,30.3237,165.9608,1.002701,S4G
9112,56.682,353.7381,0.003952,237.2014,122.4168,2.005606,S4A
9119,0.0133,128.2707,0.000298,188.4218,322.5661,1.002704,S4G
9123,11.1789,43.7672,0.00032,165.5103,194.4794,0.999375,S4I
9127,7.6077,73.8336,0.791772,98.5049,347.4228,1.255825,S4K
9131,7.0814,32.6184,0.734251,206.4589,81.0435,2.034574,S4K
9133,7.0644,33.2241,0.734638,204.9289,85.0697,2.03318,S4K
9135,98.1477,255.1538,0.000819,312.3691,47.6797,14.617657,S42
9137,97.9544,232.0576,0.00012,73.4059,286.7291,14.565488,S42
9138,95.3992,8.1482,0.071547,203.8459,152.7973,13.036975,S42
9139,63.8982,28.8141,0.269506,269.9507,59.5218,1.002704,S4E
9140,0.0824,214.4203,0.000348,317.8513,17.8209,1.002726,S4G
9141,0.0072,350.9957,0.000176,53.279,274.7796,1.002722,S4G
9143,2.079,337.9047,0.533341,350.7192,2.3663,5.217337,S4K
9144,1.1419,81.5242,0.000322,47.314,241.4495,1.002692,S4G
9147,54.273,294.0371,0.009613,218.0118,141.338,2.005611,S4A
9153,0.6269,82.6122,0.000633,35.2776,167.8931,1.002743,S4G
9154,2.8994,57.8738,0.000235,52.5032,164.9865,1.00271,S4J
9155,0.0685,355.4121,0.000334,100.7514,203.6293,1.002731,S4G
9157,0.0236,322.2731,0.000406,104.2129,192.9798,1.002685,S4G
9159,0.0592,268.6037,0.000118,19.1183,357.531,1.002683,S4G
9161,5.4015,70.659,0.0222,103.0623,130.1077,1.038215,S4I
9162,82.9255,37.8177,0.003169,294.1583,65.6255,13.737257,S45
9163,0.05,70.641,0.000444,6.349,227.643,1.002736,S4G
9164,27.8097,31.0262,0.944173,52.5765,32.2971,0.098161,S4V
9165,6.5898,74.0225,0.000238,56.063,201.4504,1.002714,S4J
9166,64.0968,243.639,0.712816,271.3025,48.2226,2.005993,S4K
9175,0.0567,344.8962,0.000389,112.0879,82.718,1.002716,S4G
9177,67.0004,215.3335,0.000697,307.6282,52.42,14.300261,S45
9179,67.0512,234.6576,0.00072,271.0302,88.9964,14.295265,S45
9180,67.0558,234.2165,0.000634,287.452,72.5888,14.295882,S45
9182,4.8592,76.7256,0.001681,25.0956,334.8151,0.977446,S4I
9184,97.5714,270.2428,0.001807,306.6343,53.321,14.997029,S42
9185,97.6709,256.9757,0.008321,73.1736,287.8575,14.895877,S42
9187,97.7813,318.3855,0.001583,176.6115,183.5259,15.134482,S42
9189,64.8332,182.346,0.693426,260.0631,79.9826,2.006414,S4K
9192,0.0244,351.9915,1.6e-05,172.1636,198.5971,1.002703,S4G
9195,63.8743,292.5151,0.000712,178.3105,329.5497,2.131027,S4A
9197,63.8778,292.5101,0.002703,208.9215,197.3278,2.131035,S4A
9199,63.8697,292.5245,0.000851,76.9876,283.1405,2.13103,S4A
9201,66.0425,68.5995,0.000785,266.5625,93.4497,12.809302,S45
9202,74.0753,313.0704,0.000137,179.2022,180.9132,14.840123,S45
9203,99.3083,51.4628,0.001313,213.0023,147.0306,13.687008,S42
9204,99.3069,57.5424,0.001895,219.5938,140.3825,13.700307,S42
9205,99.3003,57.1262,0.001986,218.38,141.5932,13.70094,S42
9207,99.2987,56.6176,0.001889,221.0214,138.9509,13.700253,S42
9208,98.7206,210.6423,0.001299,121.7526,238.4901,14.273633,S42
9211,99.3202,59.0336,0.001784,219.0563,140.9295,13.701412,S42
9212,82.5445,94.9098,0.000834,260.8109,99.2033,12.597643,S45
9213,82.536,91.1827,0.000432,250.5627,109.4995,12.60466,S45
9214,82.5428,89.7278,0.00023,107.3146,252.8188,12.614718,S45
9215,82.5333,86.4019,0.000481,79.3196,280.8429,12.619697,S45
9217,82.5403,89.3297,7.2e-05,22.8253,337.2857,12.614177,S45
9219,82.5394,84.8688,0.00094,52.516,307.6779,12.629449,S45
9221,0.0451,262.806,6.3e-05,359.5336,356.5681,1.00271,S4G
9222,28.6282,283.3951,0.672496,9.471,358.5807,3.04734,S4K
9223,38.0399,4.3766,0.001402,99.7737,260.4607,15.019102,S45
9224,11.0633,40.504,0.003312,48.601,177.8838,1.002742,S4J
9254,86.5778,212.9294,0.000653,110.9825,249.2037,14.666073,S43
9255,86.4458,275.5548,0.000726,65.5037,294.6929,14.429564,S43
9256,86.5758,213.1663,0.000264,88.2014,271.9498,14.66604,S43
9257,86.5767,212.7064,0.000262,83.3015,276.8441,14.66606,S43
9258,86.5755,212.9532,0.00026,90.3553,269.7975,14.666038,S43
9259,0.0126,320.3516,8.2e-05,147.1732,186.9511,1.002727,S4G
9260,3.1589,246.4978,0.000456,207.1791,239.3911,1.002776,S4J
9261,89.0065,49.2061,0.00177,18.325,341.8652,15.338753,S43
9263,89.007,49.2181,0.001872,20.1441,340.0567,15.338728,S43
9266,11.4609,40.5517,0.000414,191.4387,2.0703,1.002806,S4J
9269,0.0348,5.4783,0.000191,97.3726,190.5068,1.002706,S4G
9271,0.0648,235.7886,0.000143,281.1805,107.0013,1.002746,S4G
9272,65.8275,174.5102,0.697357,249.9957,283.4168,2.00954,S4K
9273,0.0429,171.9629,0.000289,300.5116,160.3515,1.002704,S4G
9275,98.5519,269.5535,0.001275,153.3095,206.8744,14.284521,S42
9276,98.2307,128.9959,0.000147,72.7098,287.4238,14.571035,S42
9279,0.0493,236.6399,0.000263,244.716,258.7076,1.002708,S4G
9282,98.5254,257.2599,0.000947,21.2965,338.861,14.296573,S42
9283,98.6016,187.2182,0.001497,318.9205,41.0832,14.092706,S42
9286,0.0295,52.1834,0.000353,114.099,74.7783,1.002703,S4G
9291,11.9746,37.1406,0.000691,253.7447,106.2027,0.993344,S4I
9295,0.0369,181.4072,7e-05,168.82,355.9848,1.002701,S4G
9296,86.3933,244.5308,0.000556,94.4779,265.7066,14.342201,S43
9297,86.4498,307.5982,0.000512,135.3082,224.8538,14.429517,S43
9298,98.5337,252.7869,0.001265,55.3273,304.9105,14.239858,S42
9315,9.6448,53.6499,0.000739,209.5524,150.4009,0.989056,S4I
9369,98.698,222.296,0.000866,65.2594,294.9457,14.133266,S42
9376,98.8057,187.244,0.000955,335.7496,24.3188,14.132974,S42
9379,12.4595,26.3632,0.000635,236.659,123.307,1.002555,S4J
9402,61.8752,257.9603,0.27324,270.8309,58.5461,1.002825,S4E
9404,63.7908,17.7669,0.266749,270.1288,59.6108,1.002714,S4E
9427,10.3911,52.184,0.001241,290.8778,68.9937,0.985752,S4I
9440,6.7868,68.998,0.000437,166.6473,193.2993,0.993966,S4I
9453,12.411,29.2079,0.000423,17.472,342.5625,1.003123,S4I
9493,7.5465,66.3456,0.000676,153.2009,206.7896,0.99792,S4I
9507,9.3507,59.0554,0.000598,175.0558,184.9376,0.992285,S4I
9519,98.7988,277.6698,0.001184,17.2223,342.935,14.14871,S42
9526,0.0287,59.7816,0.000244,35.9096,113.9773,1.002693,S4G
9533,11.1677,43.3045,0.001659,311.0737,94.5154,1.00275,S4J
